chromosome	window_pos_1	window_pos_2	group	piawka_lines	pixy_no_sites	sites_gained_piawka_vs_pixy
scaffold_1	1940000	1950000	Central Europe	6458.0	3309.0	3149.0
scaffold_1	1940000	1950000	East Siberia	7492.0	3322.0	4170.0
scaffold_1	1940000	1950000	Karelia	8598.0	3317.0	5281.0
scaffold_1	1940000	1950000	MIX Amur Basin	7522.0	2898.0	4624.0
scaffold_1	1940000	1950000	MIX Central Siberia	7314.0	3264.0	4050.0
scaffold_1	1940000	1950000	MIX Sibiryakov Island	8048.0	3087.0	4961.0
scaffold_1	1940000	1950000	North America	7944.0	3301.0	4643.0
scaffold_1	1940000	1950000	Northern Ural	7302.0	3220.0	4082.0
scaffold_1	1940000	1950000	Scandinavia	7720.0	3299.0	4421.0
scaffold_1	1940000	1950000	Siberia SC	8492.0	3233.0	5259.0
scaffold_1	1940000	1950000	West Siberia	7901.0	3306.0	4595.0
scaffold_1	1940000	1950000	admixed	7841.0	3231.0	4610.0
scaffold_1	1950000	1960000	Central Europe	5847.0	2630.0	3217.0
scaffold_1	1950000	1960000	East Siberia	6966.0	2671.0	4295.0
scaffold_1	1950000	1960000	Karelia	7789.0	2653.0	5136.0
scaffold_1	1950000	1960000	MIX Amur Basin	6638.0	2309.0	4329.0
scaffold_1	1950000	1960000	MIX Central Siberia	6570.0	2574.0	3996.0
scaffold_1	1950000	1960000	MIX Sibiryakov Island	7461.0	2520.0	4941.0
scaffold_1	1950000	1960000	North America	7315.0	2610.0	4705.0
scaffold_1	1950000	1960000	Northern Ural	6455.0	2525.0	3930.0
scaffold_1	1950000	1960000	Scandinavia	7145.0	2609.0	4536.0
scaffold_1	1950000	1960000	Siberia SC	7949.0	2563.0	5386.0
scaffold_1	1950000	1960000	West Siberia	7036.0	2647.0	4389.0
scaffold_1	1950000	1960000	admixed	7230.0	2575.0	4655.0
scaffold_1	1960000	1970000	Central Europe	6718.0	3668.0	3050.0
scaffold_1	1960000	1970000	East Siberia	8208.0	3706.0	4502.0
scaffold_1	1960000	1970000	Karelia	8529.0	3633.0	4896.0
scaffold_1	1960000	1970000	MIX Amur Basin	7449.0	3277.0	4172.0
scaffold_1	1960000	1970000	MIX Central Siberia	8173.0	3628.0	4545.0
scaffold_1	1960000	1970000	MIX Sibiryakov Island	8061.0	3535.0	4526.0
scaffold_1	1960000	1970000	North America	8107.0	3658.0	4449.0
scaffold_1	1960000	1970000	Northern Ural	7767.0	3560.0	4207.0
scaffold_1	1960000	1970000	Scandinavia	7958.0	3661.0	4297.0
scaffold_1	1960000	1970000	Siberia SC	8604.0	3616.0	4988.0
scaffold_1	1960000	1970000	West Siberia	7983.0	3614.0	4369.0
scaffold_1	1960000	1970000	admixed	8408.0	3612.0	4796.0
scaffold_1	1970000	1980000	Central Europe	7746.0	4361.0	3385.0
scaffold_1	1970000	1980000	East Siberia	8434.0	4392.0	4042.0
scaffold_1	1970000	1980000	Karelia	8944.0	4354.0	4590.0
scaffold_1	1970000	1980000	MIX Amur Basin	8089.0	3901.0	4188.0
scaffold_1	1970000	1980000	MIX Central Siberia	8514.0	4281.0	4233.0
scaffold_1	1970000	1980000	MIX Sibiryakov Island	8686.0	4211.0	4475.0
scaffold_1	1970000	1980000	North America	8249.0	4355.0	3894.0
scaffold_1	1970000	1980000	Northern Ural	8189.0	4269.0	3920.0
scaffold_1	1970000	1980000	Scandinavia	8654.0	4355.0	4299.0
scaffold_1	1970000	1980000	Siberia SC	8917.0	4300.0	4617.0
scaffold_1	1970000	1980000	West Siberia	8680.0	4367.0	4313.0
scaffold_1	1970000	1980000	admixed	8751.0	4301.0	4450.0
scaffold_1	1980000	1990000	Central Europe	7423.0	4115.0	3308.0
scaffold_1	1980000	1990000	East Siberia	8352.0	4188.0	4164.0
scaffold_1	1980000	1990000	Karelia	8475.0	3940.0	4535.0
scaffold_1	1980000	1990000	MIX Amur Basin	7646.0	3632.0	4014.0
scaffold_1	1980000	1990000	MIX Central Siberia	8292.0	4108.0	4184.0
scaffold_1	1980000	1990000	MIX Sibiryakov Island	8157.0	3743.0	4414.0
scaffold_1	1980000	1990000	North America	7970.0	4092.0	3878.0
scaffold_1	1980000	1990000	Northern Ural	7979.0	4026.0	3953.0
scaffold_1	1980000	1990000	Scandinavia	8292.0	4000.0	4292.0
scaffold_1	1980000	1990000	Siberia SC	8812.0	4106.0	4706.0
scaffold_1	1980000	1990000	West Siberia	8026.0	3938.0	4088.0
scaffold_1	1980000	1990000	admixed	8399.0	4068.0	4331.0
scaffold_1	1990000	2000000	Central Europe	7027.0	3995.0	3032.0
scaffold_1	1990000	2000000	East Siberia	7794.0	4008.0	3786.0
scaffold_1	1990000	2000000	Karelia	7445.0	3436.0	4009.0
scaffold_1	1990000	2000000	MIX Amur Basin	7336.0	3397.0	3939.0
scaffold_1	1990000	2000000	MIX Central Siberia	7820.0	3955.0	3865.0
scaffold_1	1990000	2000000	MIX Sibiryakov Island	7138.0	3228.0	3910.0
scaffold_1	1990000	2000000	North America	7282.0	3559.0	3723.0
scaffold_1	1990000	2000000	Northern Ural	7504.0	3868.0	3636.0
scaffold_1	1990000	2000000	Scandinavia	7242.0	3546.0	3696.0
scaffold_1	1990000	2000000	Siberia SC	8581.0	3959.0	4622.0
scaffold_1	1990000	2000000	West Siberia	8054.0	3993.0	4061.0
scaffold_1	1990000	2000000	admixed	8171.0	3956.0	4215.0
